Name,Operator,Type,Pipeline,Status,States,Regions,Authority,Docket,Updated,Completed,Year,Cost,Miles,Capacity,Diameter,Compression
TETCO Hanging Rock Lateral,Texas Eastern Transmission,Lateral,Interstate,Completed,OH,Northeast,FERC,CP02-45,6/26/2009,2002,01/01/2002,15,10,289,24,
KMNT FPL Energy Plant,North Texas Pipeline Co,Lateral,Intrastate,Completed,TX,Southwest,State,na,6/26/2009,2002,01/01/2002,70,86,300,30,
NNG Beatrice Station Expansion,Northern Natural Gas Co,Expansion,Interstate,Completed,"NE,IA,MN","Central,Midwest",FERC,CP02-139,6/26/2009,2002,01/01/2002,0,,90,24,
CEGT Line J Expansion,Centerpoint Energy Gas Transmission,Expansion,Interstate,Completed,AR,Southwest,FERC,CP02-80,6/26/2009,2002,01/01/2002,8,,105,,
North Baja Pipeline Proj (US Portion),North Baja Pipeline LLC,New Pipeline,Interstate,Completed,"AZ,CA,MX","Western,Mexico",FERC,CP01-22/24/25,6/26/2009,2002,01/01/2002,156,80,500,"36,30",
Eastern Shore 2002 Expansion,Eastern Shore Natural Gas,Expansion,Interstate,Completed,"PA,MD,DE",Northeast,FERC,CP02-76,6/26/2009,2002,01/01/2002,3,3,5,16,
ETenn Murray Project,East Tennessee Nat Gas Co,Expansion,Interstate,Completed,"TN,GA",Southeast,FERC,CP01-80,6/26/2009,2002,01/01/2002,69,27,160,20,
TETCO Freehold Lateral,Texas Eastern Transmission,Lateral,Interstate,Completed,NJ,Northeast,FERC,CP02-17,6/26/2009,2002,01/01/2002,28,13,25,36,
Gulfstream Pipeline Phase 1,Gulfstream Natural Gas System,New Pipeline,Interstate,Completed,"MS,AL,GM,FL",Southeast,FERC,CP00-06,6/26/2009,2002,01/01/2002,1257,560,1130,"36,30",
Eagle Pass Export Crossing,Tidelands Oil & Gas Corp,Expansion,Interstate,Completed,"TX,MX","Southwest,Mexico",FERC,CP02-67,6/26/2009,2003,01/01/2002,2,5,15,12,
KR High Desert Lateral,Kern River Gas Transmission,Lateral,Interstate,Completed,CA,Western,FERC,CP01-405,6/26/2009,2002,01/01/2002,29,32,275,24,
SoCal Adelanto Lateral,Southern California Gas Co,Expansion,Intrastate,Completed,CA,Western,State,na,6/26/2009,2002,01/01/2002,40,32,200,30,
NGPL Indian Basin Expansion,Nat Gas P L Co of America,Expansion,Interstate,Completed,NM,Southwest,FERC,na,6/26/2009,2002,01/01/2002,1,,60,20,
NWPL Gray Harbor,Northwest Pipeline Co,Lateral,Interstate,Completed,WA,Western,FERC,CP01-361,6/26/2009,2002,01/01/2002,124,49,160,20,
Trailblazer 2002 System Expansion,Trailblazer Pipeline Co,Expansion,Interstate,Completed,"CO,KS,NE",Central,FERC,CP01-54,6/26/2009,2002,01/01/2002,59,,324,36,
Eastern North Carolina Sys,Eastern North Carolina PL Co,New Pipeline,Intrastate,Completed,NC,Southeast,State,na,6/26/2009,2002,01/01/2002,12,72,72,"12,6",
FGT Phase V Stages 1-2,Florida Gas Trans Co,Expansion,Interstate,Completed,"MS,AL,FL",Southeast,FERC,CP00-40,6/26/2009,2002,01/01/2002,320,64,298,"24,36,16",
PG&E Redwood Path,Pacific Gas and Electric Co,Expansion,Intrastate,Completed,CA,Western,State,na,6/26/2009,2002,01/01/2002,40,14,180,42,
KM Horizon Pipeline Project,Kinder Morgan Energy Partners,New Pipeline,Interstate,Completed,"IL,WI",Midwest,FERC,CP00-129,6/26/2009,2002,01/01/2002,75,29,380,36,
GS Gulfstream Interconnect,Gulf South Pipeline,Expansion,Interstate,Completed,AL,Southeast,FERC,CP02-407,6/26/2009,2002,01/01/2002,,29,236,"30,24",
Dominion Possum Point Lateral,Dominion Transmission,Lateral,Intrastate,Completed,VA,Northeast,State,na,6/26/2009,2002,01/01/2002,22,14,300,20,
NGPL East St Louis Extension,Nat Gas P L Co of America,Expansion,Interstate,Completed,IL,Midwest,FERC,na,6/26/2009,2002,01/01/2002,37,47,300,24,
Questar Southern Trails Pipeline,Questar Pipeline,Conversion,Interstate,Completed,"NM,AZ,CA","Southwest,Western",FERC,CP99-163,6/26/2009,2002,01/01/2002,100,405,87,16,
WIG Medicine Bow Loop Expansion,Wyoming Interstate Gas Co,Expansion,Interstate,Completed,"WY,CO",Central,FERC,CP00-471,6/26/2009,2001,01/01/2001,160,155,675,36,
SoCal 2001 Expansion,Southern California Gas Co,Expansion,Intrastate,Completed,CA,Western,State,na,6/26/2009,2001,01/01/2001,15,,175,,
Intrastate PL Link II,Tengasco Pipeline Co,New Pipeline,Intrastate,Completed,TN,Southeast,State,na,6/26/2009,2001,01/01/2001,6,30,25,8,
Trans-Union Interstate Pipeline Proj,Trans-Union Pipeline Co,New Pipeline,Interstate,Completed,"LA,AR",Southwest,FERC,CP00-47,6/26/2009,2001,01/01/2001,45,42,427,30,
NCPL Sandhills Pipeline Project,Progress Energy Corp,New Pipeline,Intrastate,Completed,NC,Southeast,State,na,6/26/2009,2001,01/01/2001,100,84,300,30,
MidWest PSI Energy Lateral Project 2000 IL-IN Segm,Midwestern Gas Transmission Co,Lateral,Interstate,Completed,"IL,IN",Midwest,FERC,CP00-444,6/26/2009,2001,01/01/2001,8,9,215,20,
Eastern Shore 2001 Expansion,Eastern Shore Natural Gas,Expansion,Interstate,Completed,"DE,MD",Northeast,FERC,CP01-65,6/26/2009,2001,01/01/2001,12,6,19,16,
Bay Gas Storage Extension,EnergySouth Gas Co,Lateral,Intrastate,Completed,AL,Southeast,State,na,6/26/2009,2001,01/01/2001,,18,200,24,
VNG Saltville Link P-25 Line,Virginia Gas Co,Lateral,Intrastate,Completed,VA,Northeast,State,na,6/26/2009,2001,01/01/2001,15,72,30,20,
Chinook Export,Chinook Pipeline Co,Expansion,Interstate,Completed,"MT,SK","Central,Canada",FERC,CP01-19,6/26/2009,2001,01/01/2001,2,16,15,6,
Hill-Lake Gas Storage Line,Falcon Gas Storage PL,Lateral,Intrastate,Completed,TX,Southwest,State,na,6/26/2009,2001,01/01/2001,7,16,300,20,
Tenneco Eastern Express 2000 Zone 6,Tennessee Gas Pipeline Co,Expansion,Interstate,Completed,"MA,NY,CT",Northeast,FERC,CP99-262,6/26/2009,2001,01/01/2001,28,,288,,
DEFS Carney-Kingfisher Line,Duke Energy Field Services,Lateral,Intrastate,Completed,OK,Southwest,State,na,6/26/2009,2001,01/01/2001,10,42,60,12,
DEFS Goldsby-Mustang Line,Duke Energy Field Services,Lateral,Intrastate,Completed,OK,Southwest,State,na,6/26/2009,2001,01/01/2001,3,,26,12,
SONATSouth GA Expansion,Southern Natural Gas Co,Expansion,Interstate,Completed,"AL,GA",Southeast,FERC,CP01-35,6/26/2009,2001,01/01/2001,6,7,17,16,
ETenn Gateway Project,East Tennessee Nat Gas Co,Expansion,Interstate,Completed,VA,Northeast,FERC,CP01-92,6/26/2009,2001,01/01/2001,2,,4,12,
FGT AE Cooperative Upgrade,Florida Gas Trans Co,Expansion,Interstate,Completed,"MS,AL",Southeast,FERC,CP00-40,6/26/2009,2001,01/01/2001,7,0,80,"30,36",
Tenneco Texas Deepwater Link,Tennessee Gas Pipeline Co,New Pipeline,Interstate,Completed,GM,Gulf of Mexico,FERC,CP00-441,6/26/2009,2001,01/01/2001,15,18,400,20,
KR Mainline 2001 System Expansion,Kern River Gas Transmission,Expansion,Interstate,Completed,"WY,UT,NV,CA","Central,Western",FERC,CP01-106,6/26/2009,2001,01/01/2001,81,922,135,36,
Algonquin Fore River Electric Lateral,Algonquin Gas Transmission,Lateral,Interstate,Completed,MA,Northeast,FERC,CP00-34,6/26/2009,2001,01/01/2001,32,1,140,24,
NNG Line C&D Line Expansion,Northern Natural Gas Co,Lateral,Interstate,Completed,MN,Midwest,FERC,CP98-132,6/26/2009,2001,01/01/2001,8,6,40,30,
Algonquin ANP Electric Lateral,Algonquin Gas Transmission,Lateral,Interstate,Completed,MA,Northeast,FERC,CP98-100,6/26/2009,2001,01/01/2001,5,1,107,14,
Williams Blackwell-Cotton Valley Expansion,Williams Gas Pipelines Central,Lateral,Interstate,Completed,"KS,MO",Central,FERC,CP99-576,6/26/2009,2001,01/01/2001,20,37,55,"20,16",
El Paso Willcox Lateral,El Paso Natural Gas,Expansion,Interstate,Completed,"AZ,MX","Western,Mexico",FERC,CP99-322/323,6/26/2009,2001,01/01/2001,30,68,130,"20,16",
Ohio Valley Hub Line,Ohio Valley Hub LLC,Lateral,Interstate,Completed,IN,Midwest,FERC,CP01-129,6/26/2009,2001,01/01/2001,,9,62,16,
Transco MarketLink Phase I,Transcontinental Gas Pipeline,Expansion,Interstate,Completed,"PA,NJ,NY",Northeast,FERC,CP98-540,6/26/2009,2001,01/01/2001,123,30,162,42,
Bay Gas Storage Looping,EnergySouth Gas Co,Lateral,Interstate,Completed,AL,Southeast,FERC,CP02-229,6/26/2009,2001,01/01/2001,,11,300,20,
Williams Pleasant Hill Expansion,Williams Gas Pipelines Central,Expansion,Interstate,Completed,"KS,MO",Central,FERC,CP00-82,6/26/2009,2001,01/01/2001,,2,88,24,
ETenn Rocky Top Expansion,East Tennessee Nat Gas Co,Expansion,Interstate,Completed,VA,Northeast,FERC,CP00-51,6/26/2009,2001,01/01/2001,21,41,35,12,
Transco Lateral Interconnect,Cove Point LNG Pipeline Co,Lateral,Interstate,Completed,VA,Northeast,FERC,CP01-156,6/26/2009,2001,01/01/2001,11,2,1000,36,
Questar MainLine 104 Expansion,Questar Pipeline,Expansion,Interstate,Completed,UT,Central,FERC,CP00-68,6/26/2009,2001,01/01/2001,81,76,265,24,
TETCO Liberty Expansion,Texas Eastern Transmission,Lateral,Interstate,Completed,PA,Northeast,FERC,CP00-404,6/26/2009,2001,01/01/2001,22,5,82,12,
CIG Front Range Expansion,Colorado Interstate Gas Co,Expansion,Interstate,Completed,CO,Central,FERC,CP01-1,6/26/2009,2001,01/01/2001,58,53,87,24,
CIG Parachute Lateral Expansion,Colorado Interstate Gas Co,Lateral,Interstate,Completed,CO,Central,FERC,na,6/26/2009,2001,01/01/2001,30,,58,,
CIG Raton Basin Expansion,Colorado Interstate Gas Co,Expansion,Interstate,Completed,"CO,TX,OK,NM,TX","Central,Southwest",FERC,CP00-452,6/26/2009,2001,01/01/2001,56,70,83,20,
SONAT Wrens Station Expansion,Southern Natural Gas Co,Expansion,Interstate,Completed,GA,Southeast,FERC,CP00-231,6/26/2009,2001,01/01/2001,6,,20,,
NB Project 2000 IA-IL Segment,Northern Border Pipeline,Expansion,Interstate,Completed,"IA,IL","Central,Midwest",FERC,CP99-21,6/26/2009,2001,01/01/2001,33,,195,30,
NB Project 2000 IL-IN Segment,Northern Border Pipeline,Expansion,Interstate,Completed,"IL,IN",Midwest,FERC,CP99-21,6/26/2009,2001,01/01/2001,94,34,544,30,
Lodi Storage Field Lateral,Lodi Storage Inc,Lateral,Intrastate,Completed,CA,Western,State,na,6/26/2009,2001,01/01/2001,12,33,500,24,
Viking System Integrity,Viking Gas Transmission Co,Expansion,Interstate,Completed,"SK,ND,MN","Canada,Midwest",FERC,CP01-61,6/26/2009,2001,01/01/2001,4,6,,24,
CGT Vicksburg Lateral,Columbia Gas Transmission,Lateral,Interstate,Completed,"LA,MS","Southwest,Southeast",FERC,CP01-28,6/26/2009,2001,01/01/2001,20,37,285,20,
NNG Peak Day 2000 V,Northern Natural Gas Co,Expansion,Interstate,Completed,MN,Midwest,FERC,CP97-25,6/26/2009,2001,01/01/2001,2,15,20,16,
Maritimes & Northeast 2001 Expansion,Maritimes & Northeast Pipeline,Expansion,Interstate,Completed,"NB,ME","Canada,Northeast",FERC,CP01-154,6/26/2009,2001,01/01/2001,,,40,36,
Semco Southern Plant Line,Semco Energy Co,Lateral,Intrastate,Completed,MI,Midwest,State,na,6/26/2009,2001,01/01/2001,,5,120,,
ANR Wisconsin Expansion IIB,ANR Pipeline,Expansion,Interstate,Completed,"IL,WI",Midwest,FERC,CP99-241,6/26/2009,2001,01/01/2001,6,,40,46,
NB Project 2000 MT-IA Segment,Northern Border Pipeline,Expansion,Interstate,Completed,"SK,ND,SD,IA,MN,IA","Canada,Central",FERC,CP99-21,6/26/2009,2001,01/01/2001,1,,1,"42,36",
Algonquin/TETCO Lambertville Upgrade,Algonquin Gas Transmission,Expansion,Interstate,Completed,NJ,Northeast,FERC,CP01-111,6/26/2009,2001,01/01/2001,7,,135,"30,26",
CNG Capstone Project,Dominion Transmission,Expansion,Interstate,Completed,"PA,NY",Northeast,FERC,CP00-64,6/26/2009,2001,01/01/2001,64,14,,30,
FGT Phase IV Project,Florida Gas Trans Co,Expansion,Interstate,Completed,"AL,FL",Southeast,FERC,CP99-94,6/26/2009,2001,01/01/2001,262,139,200,"30,36",
Tenneco Concord Lateral Expansion,Tennessee Gas Pipeline Co,Lateral,Interstate,Completed,"MA,NH",Northeast,FERC,CP00-48,6/26/2009,2001,01/01/2001,32,19,126,20,
Palmetto Pipeline Project,Palmetto Pipeline Co,New Pipeline,Intrastate,Completed,NC,Southeast,State,na,6/26/2009,2001,01/01/2001,90,82,350,30,
Algonquin Lake Road Lateral,Algonquin Gas Transmission,Lateral,Interstate,Completed,CT,Northeast,FERC,CP99-271,6/26/2009,2000,01/01/2000,5,2,140,16,
ANR Wisconsin Expansion Il A,ANR Pipeline,Expansion,Interstate,Completed,"IL,WI",Midwest,FERC,CP99-241,6/26/2009,2000,01/01/2000,24,12,109,30,
ANR South Marsh Isle Lateral,ANR Pipeline,Lateral,Interstate,Completed,GM,Gulf of Mexico,FERC,CP99-618,6/26/2009,2000,01/01/2000,10,10,225,16,
Questar Fidlar Station Expansion,Questar Pipeline,Expansion,Interstate,Completed,UT,Central,FERC,CP00-41,6/26/2009,2000,01/01/2000,3,,280,,
Transco SouthCoast Expansion,Transcontinental Gas Pipeline,Expansion,Interstate,Completed,"AL,GA",Southeast,FERC,CP99-392,6/26/2009,2000,01/01/2000,108,44,200,"48,42,24",
Alliance Project (US Portion),Alliance Pipeline LP,New Pipeline,Interstate,Completed,"SK,ND,MN,WI,IL","Canada,Midwest",FERC,CP97-168,6/26/2009,2000,01/01/2000,1305,887,1325,36,
Algonquin Tiverton Electric Expansion,Algonquin Gas Transmission,Lateral,Interstate,Completed,"CT,RI",Northeast,FERC,CP99-46,6/26/2009,2000,01/01/2000,14,16,46,30,
Alliance Project (Import Station),Alliance Pipeline LP,Expansion,Interstate,Completed,"SK,ND","Canada,Central",FERC,CP97-169,6/26/2009,2000,01/01/2000,,1,1600,36,
ANR LSP Electric Lateral,ANR Pipeline,Lateral,Interstate,Completed,"MS,TN",Southeast,FERC,CP98-801,6/26/2009,2000,01/01/2000,0,15,235,20,
Kings Ranch/Argulles Border Cross,Coral Energy Corp,Expansion,Interstate,Completed,"TX,MX","Southwest,Mexico",FERC,CP99-564,6/26/2009,2000,01/01/2000,0,0,300,24,
GLT Security Loop Project Phase III,Great Lakes Gas Trans LTD,Expansion,Interstate,Completed,MI,Midwest,FERC,CP98-143,6/26/2009,2000,01/01/2000,11,14,,12,
WB Line Section 14 Expansion,Williston Basin Interstate PL,Expansion,Interstate,Completed,"WY,MT",Central,FERC,na,6/26/2009,2000,01/01/2000,6,45,40,12,
Eastern Shore 2000 Expansion,Eastern Shore Natural Gas,Expansion,Interstate,Completed,"PA,MD,DE",Northeast,FERC,CP00-45,6/26/2009,2000,01/01/2000,3,4,7,16,
Paiute Carson Lateral Replacement,Paiute Pipeline,Expansion,Interstate,Completed,NV,Western,FERC,CP99-599,6/26/2009,2000,01/01/2000,5,6,11,20,
Vector Pipeline (U.S. Portion),Vector Pipeline,New Pipeline,Interstate,Completed,"IL,IN,MI,MI",Midwest,FERC,CP98-133/131,6/26/2009,2000,01/01/2000,447,329,720,42,
Vector Pipeline (Canada Portion),Vector Pipeline,Expansion,Interstate,Completed,"MI,ON","Midwest,Canada",NEB of Canada,na,6/26/2009,2000,01/01/2000,24,15,720,42,
WIG Medicine Bow 00 Expansion,Wyoming Interstate Gas Co,Expansion,Interstate,Completed,"WY,CO",Central,FERC,CP99-624,6/26/2009,2000,01/01/2000,12,6,120,24,
Kings Ranch To Border Line,Coral Energy Corp,New Pipeline,Intrastate,Completed,TX,Southwest,State,na,6/26/2009,2000,01/01/2000,45,103,300,24,
NNG Peak Day 2000 IV,Northern Natural Gas Co,Expansion,Interstate,Completed,MN,Midwest,FERC,CP97-25,6/26/2009,2001,01/01/2000,1,,21,,
SDG&E Project Vecinos,San Diego Gas & Elec Co,Expansion,Interstate,Completed,"CA,MX","Western,Mexico",FERC,CP93-117,6/26/2009,2000,01/01/2000,7,5,300,30,
NNG Elk River Looping Expansion,Northern Natural Gas Co,Expansion,Interstate,Completed,MN,Midwest,FERC,CP99-191,6/26/2009,2001,01/01/2000,13,15,23,16,
TETCO Ironwood Lateral,Texas Eastern Transmission,Lateral,Interstate,Completed,PA,Northeast,FERC,CP99-621,6/26/2009,2000,01/01/2000,6,4,117,16,
Hungry Valley Lateral,Tuscarora Pipeline Co,Lateral,Interstate,Completed,"OR,CA,NV",Western,FERC,CP00-373,6/26/2009,2000,01/01/2000,10,16,10,16,
NFGS AM-60 Line Upgrade,National Fuel Gas Supply Corp,Expansion,Interstate,Completed,PA,Northeast,FERC,CP00-91,6/26/2009,2000,01/01/2000,11,,35,20,
SONAT SSEE III Phase 2,Southern Natural Gas Co,Expansion,Interstate,Completed,AL,Southeast,FERC,CP96-153,6/26/2009,2000,01/01/2000,67,123,75,"16,12",
TETCO Vermillion Lateral,Texas Eastern Transmission,Lateral,Interstate,Completed,"IL,IN",Midwest,FERC,CP00-67,6/26/2009,2000,01/01/2000,13,14,200,16,
TW Gallup Expansion,Transwestern Pipeline Co,Expansion,Interstate,Completed,"NM,CA","Southwest,Western",FERC,CP99-522,6/26/2009,2000,01/01/2000,13,,136,30,
NGPL Alliance Interconnect,Nat Gas P L Co of America,Expansion,Interstate,Completed,IL,Midwest,FERC,CP99-546,6/26/2009,2000,01/01/2000,12,1,1600,36,
CIG Picketwire Expansion,Colorado Interstate Gas Co,Expansion,Interstate,Completed,CO,Central,FERC,na,6/26/2009,2000,01/01/2000,7,13,34,20,
Algonquin DPA Upgrades,Algonquin Gas Transmission,Lateral,Interstate,Completed,MA,Northeast,FERC,CP98-99,6/26/2009,1999,01/01/1999,5,2,32,14,
Import Expansion,Vermont Gas Sys Inc,Expansion,Interstate,Completed,"QU,VT","Canada,Northeast",FERC,CP97-324,6/26/2009,1999,01/01/1999,3,190,9,"16,10",
Cardinal Pipeline,Transcontinental Gas Pipeline,New Pipeline,Intrastate,Completed,NC,Southeast,State,na,6/26/2009,1999,01/01/1999,98,67,263,24,
South Mist Storage Link Phase III,Northwest Natural Gas Co,Lateral,Intrastate,Completed,OR,Western,State,na,6/26/2009,1999,01/01/1999,35,29,190,24,
ANR WI Interconnection,North Shore Gas Co,Expansion,Interstate,Completed,"IL,WI",Midwest,FERC,CP98-196,6/26/2009,1999,01/01/1999,,12,40,10,
WB Portal Expansion (Import Station),Williston Basin Interstate PL,Expansion,Interstate,Completed,"SK,ND","Canada,Central",FERC,CP92-741,6/26/2009,1999,01/01/1999,,,18,,
El Paso Copper Plant Export,El Paso Natural Gas,Expansion,Interstate,Completed,"AZ,MX","Western,Mexico",FERC,CP98-357/359,6/26/2009,1999,01/01/1999,1,1,78,16,
PNGTS Portland Pipeline,Portland Natural Gas,New Pipeline,Interstate,Completed,"QU,ME","Canada,Northeast",FERC,CP96-248/9,6/26/2009,1999,01/01/1999,303,271,178,24,
Tenneco Reynosa/Pemex Export,Tennessee Gas Pipeline Co,Expansion,Interstate,Completed,"TX,MX","Southwest,Mexico",FERC,CP98-28,6/26/2009,1999,01/01/1999,15,10,215,24,
Tenneco LSP Electric Lateral,Tennessee Gas Pipeline Co,Lateral,Interstate,Completed,MS,Southeast,FERC,CP98-770,6/26/2009,1999,01/01/1999,0,3,216,,
NWPL Columbia River Gorge Expansion,Northwest Pipeline Co,Expansion,Interstate,Completed,"OR,WA",Western,FERC,CP98-554,6/26/2009,1999,01/01/1999,17,,51,"26,30",
NNG 1999 Zone EF Expansion,Northern Natural Gas Co,Expansion,Interstate,Completed,MN,Midwest,FERC,CP99-532,6/26/2009,1999,01/01/1999,0,6,50,,
TransColorado Dark Canyon PL,TransColorado Pipeline,Expansion,Interstate,Completed,CO,Central,FERC,CP99-05,6/26/2009,1999,01/01/1999,4,5,157,22,
WB Billy Creek Compressor Expansion,Williston Basin Interstate PL,Expansion,Interstate,Completed,WY,Central,FERC,CP99-242,6/26/2009,1999,01/01/1999,0,,8,,
TransColorado Pipeline (Northern),TransColorado Pipeline,Expansion,Interstate,Completed,CO,Central,FERC,CP90-1777,6/26/2009,1999,01/01/1999,240,266,300,22,
CNG Empire Interconnect,Empire Pipeline,Expansion,Interstate,Completed,NY,Northeast,FERC,na,6/26/2009,1999,01/01/1999,2,2,100,12,
CGT Market Expansion III,Columbia Gas Transmission,Lateral,Interstate,Completed,"PA,MD,VA,WV,VA",Northeast,FERC,CP96-213,6/26/2009,1999,01/01/1999,20,379,108,,
WIG Medicine Bow Lateral,Wyoming Interstate Gas Co,Expansion,Interstate,Completed,"WY,CO",Central,FERC,CP99-102,6/26/2009,1999,01/01/1999,78,149,275,24,
Transco Pine Needle LNG Link,Transcontinental Gas Pipeline,Lateral,Interstate,Completed,NC,Southeast,FERC,CP96-134,6/26/2009,1999,01/01/1999,1,1,400,"20,10",
NNG Peak Day 2000 III,Northern Natural Gas Co,Expansion,Interstate,Completed,MN,Midwest,FERC,CP97-25,6/26/2009,1999,01/01/1999,1,,31,,
Montana Power Import,Canadian-Montana Pipeline Co,New Pipeline,Interstate,Completed,"SK,MT","Canada,Central",FERC,CP99-152,6/26/2009,1999,01/01/1999,1,4,10,8,
Viking 1999 Expansion,Viking Gas Transmission Co,Expansion,Interstate,Completed,"MB,WI,WI","Canada,Midwest",FERC,CP98-761,6/26/2009,1999,01/01/1999,21,45,28,24,
PNGTS/M&E Phase I,PNGTS/Martimes & Northeast,New Pipeline,Interstate,Completed,"ME,NH,MA",Northeast,FERC,CP97-238,6/26/2009,1998,01/01/1999,175,100,632,30,
NFGS Ellisburg to Leidy Expansion,National Fuel Gas Supply Corp,Expansion,Interstate,Completed,PA,Northeast,FERC,CP99-160,6/26/2009,1999,01/01/1999,0,,59,,
Maritimes & Northeast Phase II (ME),Maritimes & Northeast Pipeline,New Pipeline,Interstate,Completed,"NK,ME","Canada,Northeast",FERC,CP96-809/810,6/26/2009,1999,01/01/1999,611,347,400,"24,16",
CGT Mainline Expansion,Columbia Gas Transmission,Expansion,Interstate,Completed,"LA,MS,TN,KY","Southwest,Southeast",FERC,CP98-596,6/26/2009,1999,01/01/1999,38,,307,"36,30",
ANR Wisconsin Loop Expansion I,ANR Pipeline,Expansion,Interstate,Completed,"IL,WI",Midwest,FERC,CP97-765,6/26/2009,1999,01/01/1999,12,12,190,30,
TETCO CNG Lease Expansion,Texas Eastern Transmission,Expansion,Interstate,Completed,PA,Northeast,FERC,CP96-606-001,6/26/2009,1999,01/01/1999,11,8,49,36,
Maritimes & Northeast Veazie Lateral,Maritimes & Northeast Pipeline,Lateral,Interstate,Completed,ME,Northeast,FERC,CP98-797,6/26/2009,1999,01/01/1999,6,1,105,12,
U.S. Gypsum Lateral,USG Pipeline Co.,Lateral,Interstate,Completed,"TN,AL",Southeast,FERC,CP97-202,6/26/2009,1998,01/01/1998,4,15,21,10,
Questar Mainline (Line 58) Expansion,Questar Pipeline,Lateral,Interstate,Completed,"WY,UT",Central,FERC,CP96-820,6/26/2009,1998,01/01/1998,18,41,85,20,
Williams St Louis Expansion,Williams Gas Pipelines Central,Conversion,Intrastate,Completed,MO,Central,State,na,6/26/2009,1998,01/01/1998,21,200,28,8,
Transco Cherokee Project,Transcontinental Gas Pipeline,Expansion,Interstate,Completed,"AL,GA",Southeast,FERC,CP97-331,6/26/2009,1998,01/01/1998,68,16,87,"48,16",
Questar Utah (Line 40) Expansion,Questar Pipeline,Expansion,Interstate,Completed,UT,Central,FERC,CP98-66,6/26/2009,1998,01/01/1998,8,,55,20,
Transco Mobile Bay Lat Expansion I,Transcontinental Gas Pipeline,Expansion,Interstate,Completed,"GM,AL","Gulf of Mexico,Southeast",FERC,CP97-92,6/26/2009,1998,01/01/1998,120,76,350,24,
TW San Juan Expansion B,Transwestern Pipeline Co,Expansion,Interstate,Completed,NM,Southwest,FERC,CP97-516,6/26/2009,1998,01/01/1998,5,,200,28,
Trunkline Terrebonne Expansion,Trunkline Gas Co,Expansion,Interstate,Completed,"GM,LA","Gulf of Mexico,Southwest",FERC,CP97-105,6/26/2009,1998,01/01/1998,52,,500,,
WIG Laramie Compressor Expansion,Wyoming Interstate Gas Co,Expansion,Interstate,Completed,WY,Central,FERC,CP98-128,6/26/2009,1998,01/01/1998,15,,52,,
SONAT Dallas Lateral,Southern Natural Gas Co,Lateral,Interstate,Completed,AL,Southeast,FERC,CP97-691,6/26/2009,1998,01/01/1998,4,3,35,30,
NGPL Amarillo Upgrade,Nat Gas P L Co of America,Expansion,Interstate,Completed,"OK,KS,TX,NE","Southwest,Central",FERC,CP94-577,6/26/2009,1998,01/01/1998,33,14,-25,"36,24",
CNG TW Phillips Interconnect,Dominion Transmission,Lateral,Interstate,Completed,PA,Northeast,FERC,CP96-492,6/26/2009,1998,01/01/1998,1,,30,"30,20",
NFGS Niagara Expansion Phase II,National Fuel Gas Supply Corp,Expansion,Interstate,Completed,"NY,PA",Northeast,FERC,CP98-94,6/26/2009,1998,01/01/1998,5,,22,,
GLT Security Loop Project Phase II,Great Lakes Gas Trans LTD,Expansion,Interstate,Completed,MI,Midwest,FERC,CP96-297,6/26/2009,1998,01/01/1998,33,25,,36,
PG&E-NW Mainline Expansion,Gas Transmission Northwest Co,Expansion,Interstate,Completed,"BC,OR,CA","Canada,Western",FERC,CP98-167,6/26/2009,1998,01/01/1998,6,,74,36,
FGT Alabama Power Lateral,Florida Gas Trans Co,Lateral,Interstate,Completed,AL,Southeast,FERC,CP98-249,6/26/2009,1998,01/01/1998,1,1,62,12,
SoCal Calixico Crossing,Southern California Gas Co,New Pipeline,Interstate,Completed,"CA,MX","Western,Mexico",State,na,6/26/2009,1998,01/01/1998,9,30,25,16,
Tenneco South Pass 77 Sys Expansion,Tennessee Gas Pipeline Co,Expansion,Interstate,Completed,"GM,LA","Gulf of Mexico,Southwest",FERC,CP98-220,6/26/2009,1998,01/01/1998,0,,400,"36,26,12",
NGPL Amarillo Line Expansion,Nat Gas P L Co of America,Expansion,Interstate,Completed,"IA,IL","Central,Midwest",FERC,CP96-27,6/26/2009,1998,01/01/1998,15,,110,36,
TETCO Lebanon Lateral Expansion,Texas Eastern Transmission,Expansion,Interstate,Completed,"IN,OH",Midwest,FERC,CP97-626,6/26/2009,1998,01/01/1998,31,114,305,36,
Tenneco /DOMAC,Tennessee Gas Pipeline Co,Expansion,Interstate,Completed,MA,Northeast,FERC,CP96-164,6/26/2009,1998,01/01/1998,33,8,55,20,
Eastern Shore System Expansion,Eastern Shore Natural Gas,Expansion,Interstate,Completed,"DE,MD",Northeast,FERC,CP98-214,6/26/2009,1998,01/01/1998,1,1,3,16,
CGT Market Expansion II,Columbia Gas Transmission,Lateral,Interstate,Completed,"PA,MD,VA,WV,VA",Northeast,FERC,CP96-213,6/26/2009,1998,01/01/1998,21,379,151,,
CGT Entergy Electric Laterals,Columbia Gas Transmission,Lateral,Interstate,Completed,LA,Southwest,FERC,CP98-657,6/26/2009,1998,01/01/1998,,9,98,16,
CGT TVA Electric Laterals,Columbia Gas Transmission,Lateral,Interstate,Completed,TN,Southeast,FERC,CP98-638,6/26/2009,1998,01/01/1998,1,2,240,12,
