Number,Name,Status,Capacity,Company,Waterway,lon,lat,Issued,Expiration
2404,THUNDER BAY RIVER,Expired,8050,"THUNDER BAY POWER, LLC",UPPER BRANCH MI,-83.0984805,43.4361164,12/11/1998,11/30/1938
11060,SAHKO WATER POWER,Expired,500,J M MILLER ENTERPRISES INC (ID),SNAKE RIVER ID,-117.050991,46.399883,2/12/1999,1/31/1949
1390,LUNDY,Active,3000,SOUTHERN CALIFORNIA EDISON CO (CA),MILL CREEK CA,-121.5227557,40.3262701,3/3/1999,2/28/2029
11175,CROWN MILL,Expired,3400,CROWN HYDRO. LLC,MISSISSIPPI RIVER MN,-90.3668194,38.342773,3/19/1999,2/28/1949
2666,MEDWAY,Active,3440,"BLACK BEAR HYDRO PARTNERS, LLC",West Branch Penobscot River ME,-69.733073,45.9107271,3/29/1999,3/31/2029
1994,SNAKE CREEK,Active,800,HEBER LIGHT & POWER CO (UT),SNAKE CREEK UT,-111.4770424,40.5012991,5/7/1999,4/30/2029
1991,MOYIE RIVER,Active,3938,BONNERS FERRY CITY OF (ID),MOYIE RIVER ID,-116.1661467,48.8934043,6/9/1999,5/31/2029
2555,AUTOMATIC,Expired,800,KENNEBEC WATER DISTRICT (ME),MESSALONSKEE STREAM ME,-69.6908785,44.5633511,7/28/1999,6/30/1936
2556,MESSALONSKEE,Expired,5900,"MESSALONSKEE STREAM HYDRO,LLC.",MESSALONSKEE STREAM ME,-69.6908785,44.5633511,7/28/1999,6/30/1936
2674,VERGENNES,Active,2600,GREEN MOUNTAIN POWER CORP (VT),OTTER CREEK VT,-72.9985748,43.594392,7/30/1999,5/31/2029
2004,HOLYOKE,Expired,43840,CITY OF HOLYOKE GAS & ELECTRIC DEPT,CONNECTICUT RIVER MA,-71.9223504,43.2416098,8/20/1999,8/31/1939
11574,OCCUM,Expired,800,NORWICH CITY OF (CT),SHETUCKET RIVER CT,-72.05052,41.5983509,9/29/1999,8/31/1939
1218,FLINT RIVER,Expired,5400,GEORGIA POWER CO (GA),FLINT RIVER GA,-84.186605,31.3162295,9/30/1999,10/31/1939
2620,LOCKHART,Expired,17124,LOCKHART POWER CO (SC),BROAD RIVER SC,-81.1978114,34.1354828,9/30/1999,3/31/1940
597,STAIRS,Expired,1200,PACIFICORP (OR),BIG COTTONWOOD CREEK UT,-111.8950509,40.6762439,9/30/1999,6/30/1930
2058,CLARK FORK,Expired,751000,AVISTA CORPORATION,CLARK FORK RIVER MT,-113.5161156,46.7645397,2/23/2000,2/28/1946
2588,LITTLE CHUTE,Expired,3300,KAUKAUNA CITY OF (WI),FOX RIVER WI,-88.499783,42.2322218,4/11/2000,3/31/1950
2609,CURTIS/PALMER FALLS,Expired,58800,CURTIS/PALMER HYDROELECTRIC CO (NY),HUDSON RIVER NY,-73.9242251,41.1896081,4/27/2000,4/30/1940
2487,HOOSICK FALLS,Expired,830,"HYDRO POWER, INC. (NJ)",HOOSIC RIVER NY,-73.6458945,42.9171939,5/1/2000,4/30/1940
2722,PIONEER,Expired,0,PACIFICORP (OR),OGDEN RIVER UT,-111.9599378,41.2351378,5/26/2000,8/31/1930
420,KETCHIKAN LAKES,Expired,4200,KETCHIKAN CITY OF (AK),KETCHIKAN CREEK AK,-131.642046,55.3424827,8/29/2000,7/31/1930
2032,STRAWBERRY CREEK,Expired,1500,"LOWER VALLEY ENERGY, INC.(WY)",STRAWBERRY CREEK WY,-117.573204,34.020395,9/14/2000,8/31/1930
2188,MISSOURI-MADISON,Expired,334290,"PP&L MONTANA, LLC",MISSOURI RIVER MT,-101.7945316,47.5316053,9/27/2000,8/31/1940
11480,UPPER REYNOLDS CREEK,Expired,5000,"HAIDA ENERGY, INC.",REYNOLDS CR AK,-163.7259375,62.0849117,10/24/2000,9/30/1950
2866,LOCKPORT,Expired,13500,METROPOLITAN WATER RECLAMATION DIST,ILLINOIS WATERWAY IL,-88.0658692,41.5756751,11/2/2000,11/30/1931
11685,STOCKPORT MILL COUNTRY INN,Expired,235,"STOCKPORT MILL INN, LLC",MUSKINGUM RIVER OH,-81.7344795,39.8421908,12/7/2000,11/30/1940
2651,ELKHART,Expired,3440,INDIANA MICHIGAN POWER CO (IN),ST JOSEPH RIVER IN,-85.1354575,41.1013405,1/11/2001,12/31/1931
1759,WAY DAM & MICHIGAMME RESERVOIR,Expired,1800,WISCONSIN ELECTRIC POWER CO (WI),MICHIGAMME RIVER WI,-88.7878678,43.7844397,1/12/2001,7/31/1940
11830,PEAVY FALLS,Expired,12000,WISCONSIN ELECTRIC POWER CO (WI),Michigamme River MI,-88.1954106,45.9532863,1/12/2001,7/31/1940
2074,HEMLOCK FALLS,Expired,2800,WISCONSIN ELECTRIC POWER CO (WI),MICHIGAMME RIVER MI,-88.1954106,45.9532863,1/12/2001,7/31/1940
1980,QUINNESEC FALLS,Expired,19750,WISCONSIN ELECTRIC POWER CO (WI),MENOMINEE RIVER WI,-87.6744719,45.1246776,1/12/2001,7/31/1940
2131,KINGSFORD,Expired,7200,WISCONSIN ELECTRIC POWER CO (WI),MENOMINEE RIVER WI,-87.6744719,45.1246776,1/12/2001,7/31/1940
11831,TWIN FALLS,Expired,6144,WISCONSIN ELECTRIC POWER CO (WI),Menominee River WI,-87.6744719,45.1246776,1/12/2001,7/31/1940
2072,LOWER PAINT,Expired,100,WISCONSIN ELECTRIC POWER CO (WI),PAINT RIVER MI,-88.2546825,45.9709653,1/12/2001,7/31/1940
2073,MICHIGAMME FALLS,Expired,9600,WISCONSIN ELECTRIC POWER CO (WI),MICHIGAMME RIVER MI,-88.1954106,45.9532863,1/12/2001,7/31/1940
1988,HAAS-KINGS RIVER,Expired,193160,PACIFIC GAS AND ELECTRIC CO (C,N FK KINGS R CA,-119.4179324,36.778261,3/6/2001,2/28/1941
2035,GROSS RESERVOIR HYDROELECTRIC PROJE,Expired,7598,DENVER CITY & COUNTY OF (CO),SOUTH BOULDER CREEK CO,-105.1804321,39.9867166,3/16/2001,2/28/1941
2566,WEBBER,Expired,3250,CONSUMERS ENERGY CO (MI),GRAND RIVER MI,-84.4737018,42.7343725,6/20/2001,5/31/1941
11616,PORTLAND MUNICIPAL,Expired,375,"CITY OF PORTLAND, MICHIGAN",GRAND RIVER MI,-84.4737018,42.7343725,6/30/2001,5/31/1941
2731,WEYBRIDGE,Expired,3000,GREEN MOUNTAIN POWER CORP (VT),OTTER CREEK VT,-72.9985748,43.594392,8/1/2001,7/31/1931
2737,MIDDLEBURY LOWER,Expired,2250,GREEN MOUNTAIN POWER CORP (VT),OTTER CREEK VT,-72.9985748,43.594392,8/1/2001,7/31/1931
11150,SMITHVILLE & MIX,Expired,702,CAMERON GAS & ELECTRIC CO (MI),Grand River MI,-84.4737018,42.7343725,8/23/2001,7/31/1941
137,MOKELUMNE RIVER,Expired,206004,PACIFIC GAS AND ELECTRIC CO (C,NORTH FORK MOKELUMNE RIVER CA,-120.8111278,38.2823935,10/11/2001,9/30/1931
2902,BIG ISLAND,Expired,480,"GP BIG ISLAND, LLC.",JAMES RIVER VA,-76.6181655,37.0686965,10/12/2001,9/30/1931
2901,HOLCOMB ROCK,Expired,1875,HOLCOMB ROCK COMPANY,JAMES RIVER VA,-76.6181655,37.0686965,10/12/2001,9/30/1931
1962,ROCK CREEK-CRESTA,Expired,180000,PACIFIC GAS AND ELECTRIC CO (C,NORTH FORK FEATHER RIVER CA,-121.2861759,40.3134036,10/24/2001,9/30/1934
2385,GLENS FALLS,Expired,12100,"FINCH HYDRO HOLDING, LLC.",HUDSON RIVER NY,-73.9242251,41.1896081,11/20/2001,10/31/1941
11428,MUNICIPAL DAM,Expired,425,"CITY OF ST.LOUIS, MICHIGAN",PINE RIVER MI,-84.6792931,43.4275504,11/29/2001,10/31/1941
11730,ALVERNO,Expired,1100,BLACK RIVER LIMITED PARTNERSHIP,Black River MI,-83.3033012,44.8172349,12/4/2001,11/30/1941
2103,Cedar Creek,Expired,0,COMINCO AMERICAN INC (WA),PEND OREILLE RIVER (CANADA) WA,-117.2891727,48.3229225,12/7/2001,7/31/1952
1984,PETENWELL AND CASTLE ROCK,Expired,35000,WISCONSIN RIVER POWER CO (WI),WISCONSIN RIVER WI,-90.1542947,44.570007,12/7/2001,11/30/1931
2724,CITY OF HAMILTON,Expired,1940,HAMILTON CITY OF (OH),GREAT MIAMI RIVER OH,-84.6906788,39.2600507,12/21/2001,11/30/1931
2320,MIDDLE RAQUETTE RIVER,Expired,48323,"ERIE BOULEVARD HYDROPOWER, L.P.",RAQUETTE RIVER NY,-74.5262491,43.906166,2/13/2002,12/31/1933
2060,CARRY FALLS,Expired,0,"ERIE BOULEVARD HYDROPOWER, L.P.",RAQUETTE RIVER NY,-74.5262491,43.906166,2/13/2002,12/31/1933
2084,UPPER RAQUETTE RIVER,Expired,102389,"ERIE BOULEVARD HYDROPOWER, L.P.",RAQUETTE RIVER NY,-74.5262491,43.906166,2/13/2002,12/31/1933
2330,LOWER RAQUETTE RIVER,Expired,14080,"ERIE BOULEVARD HYDROPOWER, L.P.",RAQUETTE RIVER NY,-74.5262491,43.906166,2/13/2002,12/31/1933
2016,COWLITZ RIVER,Expired,466000,CITY OF TACOMA (WA),COWLITZ RIVER WA,-121.8434586,46.5752696,3/13/2002,4/11/1937
11516,IRVING,Expired,600,COMMONWEALTH POWER COMPANY,Thornapple River MI,-84.9304259,42.6666842,3/27/2002,2/28/1942
11300,LaBarge,Expired,800,COMMONWEALTH POWER COMPANY,Thornapple River MI,-84.9304259,42.6666842,3/27/2002,2/28/1942
3052,BLACK RIVER FALLS,Expired,920,BLACK RIVER FALLS CITY OF (WI),BLACK RIVER WI,-92.14722,46.56222,3/27/2002,2/28/1942
11120,MIDDLEVILLE,Expired,350,COMMONWEALTH POWER COMPANY,THORNAPPLE RIVER MI,-84.9304259,42.6666842,3/27/2002,2/28/1942
2694,QUEENS CREEK,Expired,1440,"DUKE ENERGY CAROLINAS, LLC.",QUEENS CREEK NC,-81.515579,35.6519989,3/28/2002,2/28/1932
2416,WARE SHOALS,Expired,6200,AQUENERGY SYSTEMS INC (SC),SALUDA RIVER SC,-81.0808182,34.0094625,4/4/2002,3/31/1932
2077,FIFTEEN MILE FALLS,Expired,319960,TRANSCANADA HYDRO NORTHEAST INC.,CONNECTICUT RIVER VT,-72.5428968,42.8136064,4/8/2002,3/31/1942
2631,WORONOCO,Expired,2700,"WORONOCO HYDRO, LLC",WESTFIELD RIVER MA,-72.7071299,42.1249649,4/30/2002,3/31/1942
11541,ATLANTA POWER STATION,Expired,187,ATLANTA POWER COMPANY INC. (ID),Middle Fork Boise River ID,-115.4088381,43.7948375,5/9/2002,4/30/1932
1895,COLUMBIA,Expired,10600,"CITY OF COLUMBIA, SC",CONGAREE RIVER SC,-80.8435158,33.8764951,5/30/2002,4/30/1942
11162,PRAIRIE DU SAC,Expired,27337,WISCONSIN POWER & LIGHT CO (WI),WISCONSIN RIVER WI,-90.1542947,44.570007,6/27/2002,5/31/1932
2482,HUDSON RIVER,Expired,81600,"ERIE BOULEVARD HYDROPOWER, L.P.",HUDSON RIVER NY,-73.9242251,41.1896081,9/25/2002,8/31/1942
12252,GREAT SACANDAGA LAKE,Expired,0,HUDSON/BLACK RIVERS REG DIST (NY),SACANDAGA RIVER NY,-73.8635919,43.3145338,9/25/2002,8/31/1942
2318,E. J. WEST,Expired,20000,"ERIE BOULEVARD HYDROPOWER, L.P.",SACANDAGA RIVER NY,-73.8635919,43.3145338,9/25/2002,8/31/1942
2554,FEEDER DAM,Expired,6000,"ERIE BOULEVARD HYDROPOWER, L.P.",HUDSON RIVER NY,-73.9242251,41.1896081,9/25/2002,8/31/1942
2047,STEWARTS BRIDGE,Expired,30000,"ERIE BOULEVARD HYDROPOWER, L.P.",SACANDAGA RIVER NY,-73.8635919,43.3145338,9/25/2002,8/31/1942
10461,WEST BRANCH ST. REGIS RIVER,Expired,6800,"ERIE BOULEVARD HYDROPOWER, L.P.",WEST BRANCH ST. REGIS RIVER NY,-74.4310057,44.413875,9/27/2002,8/31/1942
2589,MARQUETTE,Expired,3900,MARQUETTE CITY OF (MI),DEAD RIVER MI,-87.4227674,46.5686095,10/4/2002,9/30/1942
10855,DEAD RIVER,Expired,11200,UPPER PENINSULA POWER CO (MI),DEAD RIVER MI,-87.4227674,46.5686095,10/4/2002,9/30/1942
11588,KASIDAYA CREEK,Expired,3000,ALASKA POWER AND TELEPHONE CO.,KASIDAYA CREEK AK,-135.2853853,59.3880976,10/15/2002,9/30/1952
6059,FOWLER #7,Expired,900,HYDRO DEVELOPMENT GROUP INC (NY),OSWEGATCHIE RIVER NY,-74.9105527,44.0711032,10/30/2002,10/31/1932
6058,HAILESBORO NO 4,Expired,1900,HYDRO DEVELOPMENT GROUP INC (NY),OSWEGATCHIE RIVER NY,-74.9105527,44.0711032,10/30/2002,12/31/1932
2661,HAT CREEK,Expired,20000,PACIFIC GAS AND ELECTRIC CO (C,HAT CREEK CA,-121.5785957,40.9896059,11/4/2002,10/31/1932
2616,HOOSIC,Expired,18500,"ERIE BOULEVARD HYDROPOWER, L.P.",HOOSIC R NY,-73.5915847,42.7683513,11/6/2002,10/30/1942
2031,BARTHOLOMEW,Expired,2000,SPRINGVILLE CITY OF (UT),HOBBLE CREEK UT,-111.5958024,40.1581476,12/17/2002,11/30/1932
11834,UPPER & MIDDLE DAMS STORAGE,Expired,0,"BROOKFIELD WHITE PINE HYDRO, LLC.",RAPID RIVER ME,-71.0175754,44.7936633,12/19/2002,11/30/1952
271,CARPENTER-REMMEL,Expired,65300,"ENTERGY, ARKANSAS, INC. (AR)",OUACHITA RIVER AR,-92.9175955,33.65041,12/30/2002,2/28/1953
2670,DELLS,Expired,11600,NORTHERN STATES POWER CO (WI),CHIPPEWA RIVER WI,-91.1790093,45.1785875,12/31/2002,9/30/1933
1982,HOLCOMBE,Expired,33750,NORTHERN STATES POWER CO (WI),CHIPPEWA RIVER WI,-91.1790093,45.1785875,12/31/2002,9/30/1933
2567,WISSOTA,Expired,40380,NORTHERN STATES POWER CO (WI),CHIPPEWA RIVER WI,-91.1790093,45.1785875,12/31/2002,9/30/1933
6418,A J ALLEN,Expired,8,BURFORD JUDITH A,EAST BRUSH CREEK CO,-106.697557,39.525014,1/2/2003,7/31/1933
3410,WOODS LAKE,Expired,45,WOODS LAKE HYDRO CO (CO),LIME CREEK CO,-106.3361773,39.5303887,2/20/2003,1/31/1933
1981,STILES,Expired,1000,OCONTO ELECTRIC COOP (WI),OCONTO RIVER WI,-88.1436563,44.8721135,2/26/2003,1/31/1933
2687,PIT NO. 1,Expired,69300,PACIFIC GAS AND ELECTRIC CO (C,PIT RIVER CA,-122.3705647,40.7562607,3/19/2003,2/28/1943
2782,RED CREEK,Expired,500,PAROWAN CITY CORP (UT),SOUTH FORK RED CREEK UT,-112.7258346,37.8827178,4/11/2003,3/31/1933
401,MOTTVILLE,Expired,1750,INDIANA MICHIGAN POWER CO (IN),ST JOSEPH RIVER MI,-86.467916,42.1114673,4/17/2003,9/17/1933
346,BLANCHARD,Expired,18000,"ALLETE, INC",MISSISSIPPI RIVER MN,-90.3668194,38.342773,5/29/2003,8/24/1943
1932,LYTLE CREEK,Expired,500,SOUTHERN CALIFORNIA EDISON CO (CA),SANTA ANA RIVER CA,-116.7982241,34.1583617,6/25/2003,5/31/1933
1933,SANTA ANA RIVER 1 & 3,Expired,6300,SOUTHERN CALIFORNIA EDISON CO (CA),SANTA ANA RIVER CA,-116.7982241,34.1583617,7/8/2003,6/30/1933
1934,MILL CREEK 2/3,Expired,3000,SOUTHERN CALIFORNIA EDISON CO (CA),MOUNTAIN HOME CREEK CA,-122.2522299,37.4170166,7/22/2003,6/30/1933
2365,ANSON,Expired,9000,MADISON PAPER INDUSTRIES INC (ME),KENNEBEC RIVER ME,-69.8389992,43.9931655,7/25/2003,4/30/1954
2652,BIGFORK,Expired,4150,PACIFICORP (OR),SWAN RIVER MT,-113.6896477,47.4141182,7/25/2003,6/30/1953
2364,ABENAKI,Expired,18800,MADISON PAPER INDUSTRIES INC (ME),KENNEBEC RIVER ME,-69.8389992,43.9931655,7/25/2003,4/30/1954
2192,BIRON,Expired,6232,CONSOLIDATED WATER POWER CO (WI),WISCONSIN R WI,-88.7878678,43.7844397,7/30/2003,6/30/1933
2110,STEVENS POINT,Expired,3840,CONSOLIDATED WATER POWER CO (WI),WISCONSIN RIVER WI,-90.1542947,44.570007,7/30/2003,6/30/1933
7000,NEWTON FALLS,Expired,2220,"ERIE BOULEVARD HYDROPOWER, L.P.",OSWEGATCHIE RIVER NY,-74.9105527,44.0711032,8/13/2003,1/31/1944
2161,RHINELANDER,Expired,2120,"SPECIALTY PAPERS ACQUISITION, LLC",WISCONSIN RIVER WI,-90.1542947,44.570007,8/20/2003,7/31/1933
1864,BOND FALLS,Expired,12000,UPPER PENINSULA POWER CO (MI),W BR ONTONAGON R MI,-89.4535198,46.6379098,8/20/2003,7/31/1943
201,BLIND SLOUGH,Expired,2000,PETERSBURG CITY OF (AK),CRYSTAL CREEK AK,-150.2969676,62.8726226,8/27/2003,11/12/1934
2699,ANGELS,Expired,1400,UTICA WATER & POWER AUTHORITY,ANGELS CREEK CA,-120.5554499,38.0271613,9/3/2003,8/31/1933
11563,UPPER UTICA,Expired,0,NORTHERN CALIFORNIA POWER AGNY (CA),SILVER CR CA,-122.4132939,37.7298955,9/3/2003,8/31/1933
2019,UTICA,Expired,4500,UTICA WATER & POWER AUTHORITY,SILVER CREEK CA,-121.7822278,37.2896489,9/3/2003,8/31/1933
1354,CRANE VALLEY,Expired,28700,PACIFIC GAS AND ELECTRIC CO (C,WILLOW CREEK CA,-123.6314412,40.9395774,9/16/2003,8/31/1943
11797,THREE RIVERS,Expired,900,GRANDE POINTE POWER CORPORATION,ST. JOSEPH RIVER MI,-86.467916,42.1114673,9/24/2003,11/30/1936
2931,GAMBO,Expired,1900,S D WARREN CO (ME),PRESUMPSCOT RIVER ME,-70.4482999,43.8295323,10/2/2003,9/30/1943
2932,MALLISON FALLS,Expired,800,S D WARREN CO (ME),PRESUMPSCOT RIVER ME,-70.4482999,43.8295323,10/2/2003,9/30/1943
3516,HART,Expired,320,HART CITY OF (MI),SOUTH BRANCH PENTWATER RIVER MI,-86.2149135,43.705521,10/2/2003,9/30/1943
2897,SACCARAPPA,Expired,1350,S D WARREN CO (ME),PRESUMPSCOT RIVER ME,-70.4482999,43.8295323,10/2/2003,9/30/1943
2942,DUNDEE,Expired,2400,S D WARREN CO (ME),PRESUMPSCOT RIVER ME,-70.4482999,43.8295323,10/2/2003,9/30/1943
2941,LITTLE FALLS,Expired,1000,S D WARREN CO (ME),PRESUMPSCOT RIVER ME,-70.4482999,43.8295323,10/2/2003,9/30/1943
5334,FORD LAKE,Expired,1920,CHARTER TOWNSHIP OF YPSILANTI,HURON RIVER MI,-83.3067357,42.1079123,10/9/2003,9/30/1933
2000,ST. LAWRENCE - FDR,Expired,912000,NEW YORK POWER AUTHORITY,ST. LAWRENCE RIVER NY,-76.1801153,44.279912,10/23/2003,9/30/1953
1273,CENTER CREEK,Expired,600,PAROWAN CITY CORP (UT),CENTER CREEK (AKA PAROWAN CR) UT,-111.0937311,39.3209801,11/12/2003,12/31/1934
1927,NORTH UMPQUA,Expired,194210,PACIFICORP (OR),UMPQUA RIVER OR,-124.0653778,43.6951262,11/18/2003,10/31/1938
2306,CLYDE RIVER,Expired,4675,GREAT BAY HYDRO CORP,CLYDE RIVER VT,-71.9295519,44.8131881,11/21/2003,10/31/1943
2964,STURGIS DAM,Expired,2720,STURGIS CITY OF (MI),ST. JOSEPH RIVER MI,-86.467916,42.1114673,11/28/2003,11/30/1936
2017,BIG CREEK NO 4,Expired,98822,SOUTHERN CALIFORNIA EDISON CO (CA),SAN JOAQUIN RIVER CA,-120.5101643,37.4383158,12/4/2003,11/30/1939
11566,DAMARISCOTTA MILLS,Expired,460,KEI (MAINE) POWER MGMT (IV) LLC,DAMARISCOTTA RIVER ME,-69.526358,44.0614978,12/4/2003,11/30/1933
20,BEAR RIVER,Expired,77450,PACIFICORP (OR),BEAR RIVER ID,-111.7548696,42.4253812,12/22/2003,11/30/1933
12379,LAKE DOROTHY,Expired,14300,ALASKA ELECTRIC LIGHT&POWER CO (AK),LAKE DOROTHY AK,-133.9714786,58.2325205,12/24/2003,11/30/1953
2142,INDIAN POND,Expired,76400,"BROOKFIELD WHITE PINE HYDRO, LLC.",KENNEBEC RIVER ME,-69.8389992,43.9931655,1/14/2004,10/31/1936
2056,ST. ANTHONY FALLS,Expired,14245,NORTHERN STATES POWER CO (MN),MISSISSIPPI RIVER MN,-90.3668194,38.342773,3/8/2004,2/28/1934
3090,VAIL,Expired,350,LYNDONVILLE VILLAGE OF (VT),PASSUMPSIC RIVER VT,-71.998739,44.4946501,3/11/2004,2/28/1934
2612,FLAGSTAFF STORAGE,Expired,0,"BROOKFIELD WHITE PINE HYDRO, LLC.",DEAD RIVER ME,-70.19198,45.3248308,3/30/2004,2/29/1936
2009,ROANOKE RAPIDS & GASTON,Expired,329000,VIRGINIA ELECTRIC & POWER CO (VA),ROANOKE RIVER VA,-79.9230576,37.2530396,3/31/2004,2/29/1944
11472,BURNHAM,Expired,1050,KEI (MAINE) POWER MGMT (II) LLC,SEBASTICOOK RIVER ME,-69.395772,44.7330297,4/7/2004,10/31/1936
469,WINTON,Expired,4000,"ALLETE, INC",KAWISHIWI RIVER MN,-91.1214758,47.8840242,4/15/2004,3/31/1944
1960,FLAMBEAU,Expired,16320,DAIRYLAND POWER COOP (WI),FLAMBEAU RIVER WI,-90.4463422,45.9348,4/15/2004,1/31/1937
2517,DAM NO. 5 HYDRO STATION,Expired,1210,"PE HYDRO GENERATION, LLC.",POTOMAC RIVER WV,-76.8951551,38.2296559,5/12/2004,4/30/1934
2516,DAM NO. 4 HYDRO STATION,Expired,1900,"PE HYDRO GENERATION, LLC.",POTOMAC RIVER WV,-76.8951551,38.2296559,5/12/2004,4/30/1934
719,TRINITY,Expired,240,TRINITY CONSERVANCY INC (WA),PHELPS CREEK WA,-121.5348432,45.8856883,5/27/2004,5/31/1944
7725,BARTON VILLAGE,Expired,1400,BARTON VILLAGE INC (VT),CLYDE RIVER VT,-71.9295519,44.8131881,6/9/2004,10/1/1943
2576,HOUSATONIC RIVER PROJECT (PS&CON),Expired,114900,FIRSTLIGHT HYDRO GENERATING CO.,HOUSATONIC RIVER CT,-73.1128313,41.1942347,6/23/2004,5/31/1944
2493,SNOQUALMIE FALLS,Expired,54400,"PUGET SOUND ENERGY, INC.(WA)",SNOQUALMIE RIVER WA,-121.8253495,47.5268428,6/29/2004,5/31/1944
2055,C J STRIKE,Expired,82800,IDAHO POWER CO (ID),Snake River ID,-117.050991,46.399883,8/4/2004,7/31/1934
2777,UPPER SALMON FALLS,Expired,34500,IDAHO POWER CO (ID),SNAKE RIVER ID,-117.050991,46.399883,8/4/2004,7/31/1934
2061,LOWER SALMON FALLS,Expired,60000,IDAHO POWER CO (ID),SNAKE RIVER ID,-117.050991,46.399883,8/4/2004,7/31/1934
1975,BLISS,Expired,68850,IDAHO POWER CO (ID),SNAKE RIVER ID,-117.050991,46.399883,8/4/2004,7/31/1934
2778,SHOSHONE FALLS,Expired,60875,IDAHO POWER CO (ID),SNAKE RIVER ID,-117.050991,46.399883,8/4/2004,7/31/1934
2835,RAINBOW FALLS,Expired,2640,NEW YORK STATE ELEC & GAS CORP (NY),BLACK BROOK NY,-73.7423632,44.45838,8/18/2004,7/31/1944
372,LOWER TULE RIVER,Expired,2520,SOUTHERN CALIFORNIA EDISON CO (CA),MIDDLE FORK TULE RIVER CA,-118.7646661,36.1393215,9/3/2004,8/31/1934
309,PINEY,Expired,29080,BROOKFIELD POWER PINEY & DEEP CREEK,CLARION RIVER PA,-79.4327929,41.1834342,9/3/2004,8/31/1934
11659,FALLS CREEK,Expired,800,"ALASKA POWER COMPANY, INC.",FALLS CREEK (A.K.A. KAHTAHEENA R.) AK,-78.8044748,41.1450617,10/29/2004,9/30/1954
1413,BUFFALO RIVER,Expired,250,FALL RIVER RURAL ELEC COOP INC (ID),HENRY'S FORK RIVER ID,-111.7256723,43.9197482,11/5/2004,10/31/1944
362,FORD,Expired,17920,"TWIN CITIES HYDRO, LLC.",MISSISSIPPI RIVER MN,-90.3668194,38.342773,11/18/2004,10/31/1934
2474,OSWEGO RIVER,Expired,18050,"ERIE BOULEVARD HYDROPOWER, L.P.",OSWEGO RIVER NY,-76.4898849,43.4419838,11/30/2004,10/31/1944
2634,STORAGE,Expired,0,GREAT LAKES HYDRO AMERICA. LLC.,WEST BRANCH PENOBSCOT RIVER ME,-69.733073,45.9107271,12/22/2004,11/30/1954
2177,MIDDLE CHATTAHOOCHEE,Expired,129300,GEORGIA POWER CO (GA),CHATTAHOOCHEE RIVER GA,-84.8468377,30.6783681,12/27/2004,12/31/1934
2720,STURGEON FALLS,Expired,5136,NORWAY CITY OF (MI),MENOMINEE RIVER WI,-87.6744719,45.1246776,1/6/2005,12/31/1934
2180,GRANDMOTHER FALLS,Expired,3000,PCA HYDRO INC (IL),WISCONSIN RIVER WI,-90.1542947,44.570007,1/6/2005,12/31/1934
2169,BROOKFIELD SMOKY MOUNTAIN,Expired,377700,BROOKFIELD SMOKY MOUNTAIN HYD LLC,LITTLE TENNESSEE RIVER TN,-84.2252449,35.6162192,1/25/2005,2/28/1945
2574,LOCKWOOD,Expired,6915,MERIMIL LTD PARTNERSHIP (ME),KENNEBEC RIVER ME,-69.8389992,43.9931655,3/4/2005,10/31/1936
1979,ALEXANDER,Expired,4200,WISCONSIN PUBLIC SERVICE CORP (WI),WISCONSIN RIVER WI,-90.1542947,44.570007,3/4/2005,2/28/1935
4914,DE PERE,Expired,1080,"THILMANY, LLC.",FOX RIVER WI,-88.499783,42.2322218,3/10/2005,2/28/1935
2726,UPPER AND LOWER MALAD,Expired,21770,IDAHO POWER CO (ID),MALAD RIVER ID,-114.8804807,42.8650433,3/25/2005,2/28/1935
2207,MOSINEE,Expired,3050,"SPECIALTY PAPERS ACQUISITION, LLC",WISCONSIN RIVER WI,-90.1542947,44.570007,4/7/2005,3/31/1935
12449,BIG FALLS MILLDAM,Expired,350,NESHKORO POWER ASSOCIATES (WI),LITTLE WOLF RIVER WI,-89.1561037,44.6180088,4/26/2005,3/31/1935
2697,CEDAR FALLS,Expired,6000,NORTHERN STATES POWER CO (WI),RED CEDAR RIVER WI,-91.7514762,45.2433524,5/4/2005,4/30/1935
2181,MENOMONIE,Expired,5400,NORTHERN STATES POWER CO (WI),RED CEDAR RIVER WI,-91.7514762,45.2433524,5/25/2005,4/30/1935
287,DAYTON,Expired,3680,"MIDWEST HYDRO, LLC",FOX RIVER IL,-88.499783,42.2322218,6/1/2005,5/31/1935
632,LOWER MONROE,Expired,250,MONROE CITY CITY OF (UT),MONROE CREEK UT,-112.0172372,38.5424981,6/2/2005,1/31/1936
2205,LAMOILLE,Expired,21050,GREEN MOUNTAIN POWER CORP (VT),LAMOILLE RIVER VT,-72.6024229,44.5614046,6/20/2005,5/31/1935
2030,PELTON ROUND BUTTE,Expired,370650,CONFED TRIBES OF WARM SPRINGS RES'N,DESCHUTES RIVER OR,-121.0368091,45.179809,6/21/2005,5/31/1955
487,WALLENPAUPACK,Expired,44000,"PPL HOLTWOOD, LLC.",WALLENPAUPACK CREEK PA,-75.3523764,41.2444622,7/8/2005,6/30/1945
2042,BOX CANYON,Expired,72000,PUD NO 1 OF PEND OREILLE CNTY (WA),PEND OREILLE RIVER WA,-117.3788024,48.8542914,7/11/2005,6/30/1955
2064,WINTER,Expired,600,FLAMBEAU HYDRO LLC.,EAST FORK CHIPPEWA RIVER WI,-90.3578038,46.1848436,8/12/2005,7/31/1945
